3925,20150925,900,7.1,5.2,73,2.6
3925,20150926,900,11.5,6.9,46,0.3
3925,20150927,800,3.3,2.3,82,0.6
3925,20150928,800,4.4,4.3,98,4.1
3925,20150929,800,5.8,5.3,92,4.6
3925,20150930,800,5.9,5.8,98,5.6
3925,20151001,800,9.1,8.9,97,8.7
3925,20151002,800,9.1,8.9,97,8.7
3925,20151003,800,6.8,6.7,98,6.5
3925,20151004,800,11,9.4,80,7.7
3925,20151005,800,8.1,7.6,93,7.1
3925,20151006,800,5.9,5.6,95,5.2
3925,20151007,800,5.6,5.5,99,5.5
3925,20151008,800,8.7,7.7,86,6.5
3925,20151009,800,5.7,5.5,97,5.3
3925,20151010,800,9,8.6,95,8.3
3925,20151011,800,8.3,7.9,94,7.4
3925,20151012,800,9.8,9.5,96,9.2
3925,20151013,800,11.7,11.1,92,10.4
3925,20151014,800,8.1,7.5,91,6.7
3925,20151015,800,10.5,9.4,86,8.3
3925,20151016,800,10.1,9.1,87,8
3925,20151017,800,12,11.7,96,11.4
3925,20151018,800,14.1,13.6,94,13.2
3925,20151019,800,8.1,7.3,88,6.2
3925,20151020,800,8.8,8.3,93,7.7
3925,20151021,800,10,9.5,93,8.9
3925,20151022,800,12.2,11.8,95,11.4
3925,20151023,800,8.2,7.4,89,6.5
3925,20151024,800,8.9,7.9,86,6.7
3925,20151025,800,9.2,7.9,82,6.3
3925,20151026,800,9.8,8.9,88,7.9
3925,20151027,800,10.5,9.9,92,9.3
3925,20151028,800,10.5,10.3,97,10
3925,20151029,800,11.2,10.9,96,10.6
3925,20151030,800,8,6.6,80,4.8
3925,20151031,800,9.1,8,85,6.7
3925,20151101,800,10.2,8.6,79,6.7
3925,20151102,800,12.4,10.5,77,8.5
3925,20151103,800,11,9.2,77,7.1
3925,20151104,800,8.6,8,92,7.4
3925,20151105,800,6.1,4.7,78,2.6
3925,20151106,800,10,8.5,80,6.7
3925,20151107,800,11,9.5,81,7.9
3925,20151108,800,10.7,9.4,84,8.1
3925,20151109,800,14.3,13.2,88,12.3
3925,20151110,800,14.6,14.2,95,13.8
3925,20151111,800,12.2,10.9,84,9.6
3925,20151112,800,10.1,8.1,74,5.7
3925,20151113,800,8.1,6,71,3.2
3925,20151114,800,8,7,86,5.8
3925,20151115,800,11.4,10.9,94,10.5
3925,20151116,800,12,10.3,79,8.5
3925,20151117,800,11.3,10.7,93,10.2
3925,20151118,800,11.4,8.7,67,5.5
3925,20151119,800,12,10.3,79,8.5
3925,20151120,800,12.7,12.2,94,11.8
3925,20151121,800,10.4,9.9,94,9.5
3925,20151122,800,10,9.8,97,9.6
3925,20151123,800,10.2,9.1,86,8
3925,20151124,800,13.5,12.6,90,11.9
3925,20151125,800,15.9,14.5,85,13.4
3925,20151126,800,15.3,13.3,79,11.7
3925,20151127,800,16.1,14.8,86,13.8
3925,20151128,800,10.8,10.1,91,9.4
3925,20151129,800,12.4,11.5,89,10.6
3925,20151130,800,12,10.7,84,9.4
3925,20151201,800,14.6,13.3,86,12.3
3925,20151202,800,17,16.2,92,15.7
3925,20151203,800,17.2,15.9,87,15
3925,20151204,800,13.2,11.8,84,10.6
3925,20151205,800,11,10.4,92,9.8
3925,20151206,800,11.5,10.5,88,9.6
3925,20151207,800,10.2,8.5,78,6.5
3925,20151208,800,9.1,8.4,90,7.6
3925,20151209,800,13.7,11.4,74,9.2
3925,20151210,800,12.6,10.8,79,9.1
3925,20151211,800,14.9,13.5,85,12.4
3925,20151212,800,13.7,13.4,96,13.1
3925,20151213,800,8.7,8.1,91,7.3
3925,20151214,800,8.5,8,93,7.4
3925,20151215,800,12.2,11.2,88,10.3
3925,20151216,800,11,9.3,79,7.5
3925,20151217,800,8.6,8,92,7.4
3925,20151218,800,10,8,74,5.6
3925,20151219,800,14.5,12,73,9.7
3925,20151220,800,13.5,12.5,88,11.6
3925,20151221,800,17.8,15.6,78,13.9
3925,20151222,800,15.6,14.9,92,14.3
3925,20151223,800,10.8,9.5,84,8.2
3925,20151224,800,13.6,11.7,78,9.9
3925,20151225,800,13.5,11.5,77,9.6
3925,20151226,800,14.3,13.1,86,12
3925,20151227,800,16.5,14.2,76,12.3
3925,20151228,800,15.5,13.2,76,11.3
3925,20151229,800,16.2,12.8,65,9.6
3925,20151230,800,14.7,12.8,79,11.1
3925,20151231,800,17.4,12.6,54,8
3925,20160101,800,17.1,15.3,82,14
3925,20160102,800,16.8,16.3,95,16
3925,20160103,800,17.7,17.2,95,16.9
3925,20160104,800,13.7,9.6,55,4.8
3925,20160105,800,12.8,10.8,77,8.9
3925,20160106,800,15,13.3,82,12
3925,20160107,800,12.7,11.2,82,9.7
3925,20160108,800,17.9,17.3,94,16.9
3925,20160109,800,12.8,11.3,82,9.8
3925,20160110,800,13.7,12.3,84,11
